site_code,ws_area_ha,lat,long
03254520,930587,38.9203417,-84.44799549
03290500,1600620,38.43895654,-84.9632844
03302060,756280,38.0011831,-85.9421857
03311000,182077,37.2742157,-86.2508064
03321500,2377879,37.8583774,-87.4097294
03238140,1098.16,39.0972823,-84.4827199
03238745,10101,38.9514529,-84.3382712
03238772,802.9,38.98666667,-84.3652778
03254480,4662,38.84444444,-84.5322222
03254550,7770,38.98055556,-84.5416667
03254693,813.26,39.05020525,-84.4850474
03260015,1655.01,39.08533764,-84.5577214
03260050,3315.2000000000003,39.05894888,-84.6160558
03260100,1043.77,39.0797222,-84.6852778
03262001,6267.8,39.03,-84.8041667
03277075,9479.4,38.99416667,-84.7161111
03277130,9427.6,38.8450635,-84.72077969
03277200,21541030,38.77478484,-84.9643932
03284533,5047.91,37.9383333,-84.4786111
03284552,3908.31,37.95777778,-84.5011111
03287590,1048.95,38.04006944,-84.4111111
03288180,1434.86,38.09166667,-84.50138889
03289000,6216,38.0431322,-84.6263318
03289200,7770,38.103687,-84.5879977
03292470,18207.7,38.36173418,-85.5749608
03292474,1554,38.2759036,-85.606072
03292475,2615.9,38.3034027,-85.62801689
03292480,1502.2,38.31256909,-85.6257947
03292500,4454.8,38.2114592,-85.7024613
03292555,6397.3,38.23923766,-85.7377399
03292900,3677.7999999999997,38.2400708,-85.6344054
03293000,4895.0999999999995,38.237293,-85.6646834
03293500,6423.2,38.25034895,-85.7166287
03293510,15565.9,38.26701505,-85.721351
03293530,1605.8,38.27645917,-85.693573
03294570,3496.5,38.07812588,-85.8899635
03297800,3133.9,37.9911111,-85.6411111
03297900,20694.100000000002,38.28534776,-85.4674592
03298000,35742,38.18840166,-85.460235
03298135,1416.73,38.19479109,-85.557181
03298150,3004.4,38.16006729,-85.5421797
03298200,55167,38.08534216,-85.5549556
03298250,2874.9,38.0792321,-85.6160683
03298300,1657.6000000000001,38.08756629,-85.642458
03301900,906.5,38.1756242,-85.615237
03301940,2874.9,38.1503466,-85.6935714
03302000,16576,38.1197916,-85.7957955
03302030,20797.7,38.05423677,-85.8716296
03302050,1036,38.0478476,-85.8571848
03400800,14452.199999999999,36.75230974,-83.2574012
03410590,15488.199999999999,36.70277778,-84.5630556
07374000,291584790,30.44566667,-91.1915556
01018035,66563,46.1811111,-67.80388889
01021050,376845,45.17,-67.2966667
01036390,1946385,44.82666667,-68.6966667
01493112,1585.08,39.25705556,-75.94013889
01579550,7070700,39.62605556,-76.15775
01646500,2994040,38.94977778,-77.12763889
01581752,647.5,39.49627778,-76.3474444
01585075,473.97,39.40852778,-76.34263889
01585219,4221.7,39.3179722,-76.55513889
01589290,836.57,39.3615833,-76.76175
01636845,1077.44,39.34125,-77.6340833
01636846,1178.45,39.3376111,-77.6264722
01638500,2499609,39.2735833,-77.5431111
01642198,1126.6499999999999,39.43602778,-77.4405833
01642199,1898.47,39.42441667,-77.42977778
01649190,3392.9,39.0333611,-76.96402778
01649500,18855.2,38.96025,-76.9259722
01650800,1670.55,38.9862222,-77.0048611
01651000,12794.6,38.95255556,-76.96513889
01651730,3859.1,38.91630556,-76.9343056
01658000,14193.199999999999,38.59613889,-77.05602778
01161280,1819475,42.6833333,-72.4719444
01095220,7536.9000000000005,42.41092507,-71.7911829
01095375,11991.699999999999,42.37286967,-71.8281279
01095434,810.67,42.36453675,-71.775349
010965305,1054130,42.67738889,-71.4210556
01100475,1206940,42.69291667,-71.1766111
01100671,1256150,42.76744444,-71.1111111
01104370,2641.7999999999997,42.38555556,-71.2894444
01104405,559.44,42.436484,-71.2695014
01104410,90.64999999999999,42.43648406,-71.2642235
01104415,106.19,42.43592855,-71.2600567
01104420,189.07,42.4198177,-71.2575565
01104430,1776.74,42.3981512,-71.2733903
01104433,93.24,42.39120689,-71.2711679
01104453,577.57,42.37138889,-71.27527778
01104455,124.32,42.37259606,-71.27033448
01104460,5698,42.368985,-71.2706123
01104475,220.15,42.3545408,-71.2681121
01104480,6138.3,42.3556519,-71.2650565
01108000,67599,41.9339903,-70.9564307
01108410,11266.5,41.8998232,-71.0894897
01111230,68117,42.0228757,-71.5722859
01168250,1675.73,42.66669444,-73.0301667
04165500,190106,42.5958674,-82.90881
04166500,48433,42.3730923,-83.2546513
04168400,23569,42.30837099,-83.2527063
04040000,347060,46.7207742,-89.207086
04043097,11447.800000000001,46.7346552,-88.4431868
04043126,4351.2,46.72104347,-88.3301306
04043140,906.5,46.75104286,-88.3617967
04043150,16757.3,46.80409698,-88.3170724
04043238,1745.66,46.78214818,-87.8776299
04043244,2641.7999999999997,46.7857589,-87.8523522
04043275,8236.2,46.7135391,-87.8406871
04057801,12328.4,46.49326948,-87.8679127
04059500,116550,45.7549674,-87.2020793
04101500,949494,41.8292138,-86.2597325
04108660,505050,42.65085976,-86.106703
04118564,1263236.758,43.02277778,-85.6608333
04118997,1270395,42.976625,-85.6735028
04119400,1370110,43.0241884,-86.0264354
04142000,82880,44.0725203,-84.0199939
04144032,2266.25,42.88169789,-83.9846833
041482663,4998.7,42.9419733,-83.8460698
04157005,1569540,43.4219699,-83.951918
04161820,80031,42.6144781,-83.02659329
04167150,28490,42.3305929,-83.2479841
04174500,188811,42.28698238,-83.733829600000007
04175120,229992,42.06416667,-83.25388889
04176500,269878,41.9606008,-83.53104619
05374900,362600,44.31191029,-92.0040541
05457000,103341,43.63718529,-92.9746369
04024000,888370,46.7032765,-92.4188018
05288580,40404,45.0933333,-93.195
05288705,7303.8,45.04996508,-93.3102274
05289800,45584,44.91552097,-93.2127224
07289000,296425500,32.315,-90.9058333
02480285,2459723,30.38269444,-88.6084444
02481960,1968.3999999999999,32.78069444,-89.19825
02481961,2131.57,32.78888889,-89.1969444
02481962,253.82,32.80169444,-89.2105278
02481970,890.96,32.81119444,-89.2720556
02481984,1916.6000000000001,32.7075,-89.2370556
02481998,14011.9,32.78991667,-89.3063889
07288500,198653,33.5473397,-90.5431441
0728875070,20720,33.4011111,-90.8919444
301141089320300,2246566,30.1947222,-89.5341667
06818000,110463500,39.75325,-94.8568333
06899900,30562,40.45444444,-93.2863889
06900050,91945,40.0266111,-93.4362222
06901500,142450,39.89594444,-93.2365278
06902000,1781920,39.64002778,-93.2736944
06934500,135327500,38.70980556,-91.4385
06893620,2460.5,39.11194444,-94.4722222
06893820,25433.8,39.0173611,-94.3872778
06893830,1331.26,39.03777778,-94.3633333
06893890,8909.6,39.02556175,-94.3438385
06893970,2175.6,39.08833866,-94.3435605
06894000,47656,39.1005609,-94.3005038
07053450,1041180,36.5950631,-93.3090721
07061270,13519.800000000001,37.55255556,-90.8424444
07061290,22610.7,37.4936111,-90.8383333
06037500,112665,44.6570722,-111.0679639
06191500,677544,45.1121194,-110.7936667
06192980,13960.1,46.1671611,-110.5542861
06306300,375809,45.0091361,-106.8359444
06307500,461797,45.141275,-106.7713556
06307600,120953,45.29906389,-106.5081667
06307616,681947,45.41160556,-106.4573528
06307740,183890,45.58838889,-106.2550556
06307830,1004661,45.8403861,-106.2234333
06308500,1399636,46.3845944,-105.8455222
06324500,2079511,45.0571972,-105.8783778
12301933,2330741,48.40066389,-115.3187194
12323800,169904,46.20824167,-112.76735
12324200,259259,46.39765,-112.7425389
12324400,292670,46.5109111,-112.789686
12340500,1559439,46.87676389,-113.9321194
06454100,241906,42.4236111,-103.7922222
06461500,1851850,42.9022222,-100.3622222
06465500,2999220,42.7397222,-98.2227778
06478522,119140,42.76527778,-97.1725667
06784000,600880,41.0325,-98.7405556
06800500,1787100,41.2933333,-96.2838889
06801000,21652400,41.0622222,-96.3247222
06805000,424760,41.05166667,-96.3386111
06805500,22110830,41.01497778,-96.1575
06807000,106190000,40.681946,-95.846946
10301500,673400,39.1524611,-119.0988889
10302002,729085,38.94019785,-118.8037557
10302025,811706,38.79103038,-118.727085
10348200,277130,39.51761667,-119.7416444
10350500,414400,39.56545278,-119.486186
10351700,473193,39.7773722,-119.3375222
01389005,191660,40.89638889,-74.2691667
01408500,31857,39.98638889,-74.2233333
01463500,1756020,40.22166667,-74.7780556
01388000,41440,40.99194444,-74.28
01400500,126910,40.55555556,-74.58277778
01408000,11396,40.16138889,-74.1547222
01408029,16394.7,40.14666667,-74.1222222
01440000,16576,41.1061111,-74.9525
01443500,32634,40.9808333,-74.9533333
01446500,1174565,40.82638889,-75.0825
01458500,1662780,40.5261111,-75.065
01464290,6086.5,40.0361111,-74.5361111
01464500,21108.5,40.1372222,-74.6
01465850,16705.5,39.94,-74.7630556
0146587310,3859.1,39.8677222,-74.84175
01465880,12224.800000000001,39.89527778,-74.8236111
01466500,608.65,39.885,-74.50527778
01466900,20176.100000000002,39.9561111,-74.62777778
01467000,30562,39.97,-74.6844444
01467005,36260,39.99305556,-74.78138889
01467081,2325.82,39.94166667,-75.0011111
01467150,4403,39.90305556,-75.02138889
01477070,1095.5700000000002,39.6861111,-75.1844444
01477120,6967.0999999999995,39.74055556,-75.2591667
01482504,4325.3,39.64805556,-75.3311111
